자전거번호,대여일시,대여 대여소번호,대여 대여소명,대여거치대,반납일시,반납대여소번호,반납대여소명,반납거치대,이용시간(분),이용거리(M),생년,성별,이용자종류,대여대여소ID,반납대여소ID,자전거구분
SPB-37263,2024-06-30 23:59:42,2177,신대방역 2번 출구,0,2024-07-01 00:10:02,02175,신림동걷고싶은문화의거리입구,0,10,1640.82,2005,\N,내국인,ST-1546,ST-1270,일반자전거
SPB-66287,2024-06-30 23:56:15,1074,대명초교입구 사거리,0,2024-07-01 00:10:06,03656,둔촌푸르지오아파트,0,13,1930.0,1989,F,내국인,ST-1835,ST-2747,일반자전거
SPB-37098,2024-06-30 23:46:41,244,영등포삼환아파트 앞,0,2024-07-01 00:10:10,00224,롯데캐슬 앞,0,23,3537.5,1999,M,내국인,ST-293,ST-70,일반자전거
SPB-55731,2024-06-30 23:55:12,1118,증미역 3번출구뒤(등촌두산위브센티움오피스텔),0,2024-07-01 00:10:13,01153,"발산역 1번, 9번 인근 대여소",0,15,2643.62,1999,M,내국인,ST-516,ST-1065,일반자전거
SPB-34795,2024-06-30 23:40:49,510,뚝도아리수정수센터 버스정류소 옆,0,2024-07-01 00:10:17,04393,상원삼거리 장안철교 아래,0,29,4696.63,2001,M,내국인,ST-107,ST-3265,일반자전거
SPB-56038,2024-06-30 23:18:22,502,자양(뚝섬한강공원)역 1번출구 앞,0,2024-07-01 00:10:18,04393,상원삼거리 장안철교 아래,0,51,6750.4,2002,M,내국인,ST-99,ST-3265,일반자전거
SPB-64426,2024-06-30 23:43:54,3863,동일로58길 입구,0,2024-07-01 00:10:21,04838,동원사거리 행복오피스텔 앞,0,26,40.0,1984,M,내국인,ST-2543,ST-3025,일반자전거
SPB-57684,2024-06-30 23:11:24,4473,마천금호어울림 1차 102동앞,0,2024-07-01 00:10:21,02613,잠실나들목,0,58,8674.72,\N,\N,내국인,ST-2586,ST-1705,일반자전거
SPB-57812,2024-06-30 18:51:20,4076,도봉통합복지센터 뒤 중랑천 변,0,2024-07-01 00:10:28,\N,\N,\N,60,0.0,1993,M,내국인,ST-2549,\N,일반자전거
SPB-67250,2024-06-30 23:55:24,1906,신도림역 1번 출구 앞,0,2024-07-01 00:10:28,00239,유스호스텔 앞,0,15,2354.98,1992,M,내국인,ST-664,ST-288,일반자전거
SPB-41989,2024-06-30 23:58:25,1328,월곡역 3번출구,0,2024-07-01 00:10:28,01353,금호어울림센터힐 내,0,12,1724.71,1989,\N,내국인,ST-910,ST-1217,일반자전거
SPB-47206,2024-06-30 23:44:15,747,목동3단지 상가,0,2024-07-01 00:10:29,05059,화곡2동주민센터,0,26,2550.0,\N,F,내국인,ST-1018,ST-2887,일반자전거
SPB-67846,2024-06-30 23:53:38,2217,아크로리버뷰 부지 앞,0,2024-07-01 00:10:29,02503,반포1동 서초빌딩 앞,0,16,2720.0,1995,M,내국인,ST-749,ST-1554,일반자전거
SPB-80468,2024-06-30 23:07:18,415,DMC역 9번출구 앞,0,2024-07-01 00:10:34,00414,상암동주민센터 옆,0,63,7273.2,1995,M,내국인,ST-95,ST-94,새싹자전거
SPB-56060,2024-06-30 23:51:44,2219,"고속터미널역 8-1번, 8-2번 출구 사이",0,2024-07-01 00:10:34,02538,사평리근린공원,0,18,2180.0,2010,M,내국인,ST-750,ST-1923,일반자전거
SPB-51257,2024-06-30 23:57:45,1117,등촌5단지아파트 버스정류장,0,2024-07-01 00:10:34,02739,수명산파크1단지교차로,0,12,1470.17,1973,M,내국인,ST-834,ST-2056,일반자전거
SPB-43024,2024-06-30 23:38:13,817,삼각지역 4번출구 앞,0,2024-07-01 00:10:35,00173,서대문역 8번출구 앞,0,32,4258.21,1991,F,내국인,ST-436,ST-230,일반자전거
SPB-58545,2024-06-30 23:07:29,514,성수사거리 버스정류장 앞,0,2024-07-01 00:10:36,04486,홈플러스 잠실점,0,63,8221.16,1990,M,내국인,ST-112,ST-2596,일반자전거
SPB-31128,2024-06-30 23:33:21,418,월드컵경기장역 3번출구 옆,0,2024-07-01 00:10:39,00930,구 서부경찰서 건너편,0,37,6034.66,1983,M,내국인,ST-89,ST-478,일반자전거
SPB-49164,2024-06-30 22:49:00,470,회현역 7번출구,0,2024-07-01 00:10:40,04640,원효로2가 교차로,0,81,5489.2,1986,M,내국인,ST-1776,ST-3135,일반자전거
SPB-58052,2024-06-30 22:27:12,2176,보라매공원 보도육교,0,2024-07-01 00:10:41,02176,보라매공원 보도육교,0,103,21609.98,2002,F,내국인,ST-1357,ST-1357,일반자전거
SPB-51394,2024-06-30 23:53:06,398,을지로3가역 3번출구,0,2024-07-01 00:10:41,00390,충무로역 1번출구,0,17,1511.56,2001,M,내국인,ST-1435,ST-944,일반자전거
SPB-69221,2024-06-30 23:43:43,2219,"고속터미널역 8-1번, 8-2번 출구 사이",0,2024-07-01 00:10:41,02538,사평리근린공원,0,26,2245.71,1975,M,내국인,ST-750,ST-1923,일반자전거
SPB-63908,2024-06-30 23:09:50,2229,로고스교회 맞은 편,0,2024-07-01 00:10:42,02229,로고스교회 맞은 편,0,60,8270.47,1995,,내국인,ST-759,ST-759,일반자전거
SPB-48713,2024-06-30 23:39:25,633,청량리 기업은행 앞,0,2024-07-01 00:10:43,00568,청계8가 사거리 B,0,31,2740.0,1993,\N,내국인,ST-400,ST-369,일반자전거
SPB-64798,2024-06-30 23:32:27,1251,석촌역 2번출구,0,2024-07-01 00:10:44,01008,암사역 3번출구(국민은행앞),0,38,5300.0,\N,M,내국인,ST-1070,ST-492,일반자전거
SPB-54977,2024-06-30 23:44:41,2219,"고속터미널역 8-1번, 8-2번 출구 사이",0,2024-07-01 00:10:44,02538,사평리근린공원,0,26,2327.85,1977,F,내국인,ST-750,ST-1923,일반자전거
SPB-59291,2024-06-30 22:10:19,5866,포레나 당산,0,2024-07-01 00:10:45,00284,센트럴 푸르지오 시티 앞,0,120,1604.29,1993,\N,내국인,ST-3212,ST-1650,일반자전거
SPB-64742,2024-06-30 23:58:51,6171,월드빌딩 앞,0,2024-07-01 00:10:47,01148,볏골공원,0,11,907.92,\N,M,내국인,ST-3276,ST-538,일반자전거
SPB-63535,2024-06-30 23:50:50,336,충무로역 6번출구 앞,0,2024-07-01 00:10:47,00395,경희궁 자이 2단지,0,19,3193.7,1973,M,내국인,ST-152,ST-1374,일반자전거
SPB-53512,2024-06-30 23:59:51,1267,올림픽공원 남2문 앞,0,2024-07-01 00:10:48,05768,방이삼거리,0,10,1710.0,\N,M,내국인,ST-1086,ST-3214,일반자전거
SPB-51879,2024-06-30 23:51:17,3658,프라이어팰리스아파트,0,2024-07-01 00:10:50,03682,길동 동호빌딩,0,19,2198.96,2002,\N,내국인,ST-2733,ST-2750,일반자전거
SPB-44403,2024-06-30 23:55:41,540,군자역 7번출구 베스트샵 앞,0,2024-07-01 00:10:51,03570,구의역 리버비스타 오피스텔,0,15,3453.55,1988,M,내국인,ST-253,ST-2309,일반자전거
SPB-41540,2024-06-30 23:27:35,4540,목동역 3번 출구,0,2024-07-01 00:10:51,00701,목동사거리 부근,0,43,1050.89,1991,M,내국인,ST-3104,ST-309,일반자전거
SPB-34492,2024-06-30 23:51:18,3671,둔촌동역교차로,0,2024-07-01 00:10:52,02621,한성백제역 2번 출구,0,19,3337.33,1980,M,내국인,ST-2742,ST-1719,일반자전거
SPB-59526,2024-06-30 23:48:33,2712,화곡터널입구교차로,0,2024-07-01 00:10:53,02707,한강아파트,0,22,4260.0,1990,\N,내국인,ST-2028,ST-2023,일반자전거
SPB-66298,2024-06-30 22:26:08,2176,보라매공원 보도육교,0,2024-07-01 00:10:56,02176,보라매공원 보도육교,0,104,21673.25,1999,F,내국인,ST-1357,ST-1357,일반자전거
SPB-39651,2024-06-30 22:54:27,3763,등촌태영아파트,0,2024-07-01 00:10:57,03763,등촌태영아파트,0,76,11963.14,1996,\N,내국인,ST-2479,ST-2479,일반자전거
SPB-38679,2024-06-30 23:59:06,1931,개봉역2번출구 A,0,2024-07-01 00:11:05,00763,목동11단지 아파트,0,11,2308.48,1976,M,내국인,ST-920,ST-1504,일반자전거
SPB-65625,2024-06-30 22:43:10,2904,중계3차청구아파트,0,2024-07-01 00:11:06,01554,번동사거리,0,87,11690.0,1997,M,내국인,ST-2070,ST-2127,일반자전거
SPB-39507,2024-06-30 23:56:58,1128,화곡역 6번출구,0,2024-07-01 00:11:07,01145,곰달래 문화복지센터 B,0,14,1831.34,1991,M,내국인,ST-829,ST-536,일반자전거
SPB-59833,2024-06-30 21:29:01,1867,대륭포스트타워6차 앞,0,2024-07-01 00:11:07,02115,관악구시설관리공단,0,162,4970.0,1993,M,내국인,ST-1938,ST-883,일반자전거
SPB-55541,2024-06-30 23:59:52,4031,청암예술학교 앞,0,2024-07-01 00:11:08,01685,불암고등학교 앞 횡단보도,0,11,735.99,2006,F,내국인,ST-2729,ST-1475,일반자전거
SPB-45468,2024-06-30 23:55:01,1668,중계역 6번출구,0,2024-07-01 00:11:11,04065,창동역 1번출구 앞,0,16,1832.11,2005,M,내국인,ST-1285,ST-2726,일반자전거
SPB-48804,2024-06-30 23:13:20,3816,관악 GSfresh,0,2024-07-01 00:11:12,03820,은천삼거리,0,58,1123.13,2005,M,내국인,ST-2995,ST-3166,일반자전거
SPB-54266,2024-06-30 23:20:21,4932,개포래미안포레스트 130동 맞은편,0,2024-07-01 00:11:17,00555,구의3동주민센터,0,50,11145.5,\N,M,내국인,ST-3294,ST-381,일반자전거
SPB-61260,2024-06-30 23:47:29,347,동대문역사문화공원역 9번출구 앞,0,2024-07-01 00:11:19,01308,안암로터리 버스정류장 앞,0,24,3118.58,1999,\N,내국인,ST-163,ST-827,일반자전거
SPB-59543,2024-06-30 23:56:06,2711,가로공원공영주차장 1번 출구,0,2024-07-01 00:11:20,04517,성보하이드로빌딩,0,15,2560.0,1999,M,내국인,ST-2027,ST-2767,일반자전거
SPB-58465,2024-06-30 23:49:49,2136,신림역 8번출구,0,2024-07-01 00:11:20,04167,구로교 아래,0,21,3562.06,1998,M,내국인,ST-976,ST-2653,일반자전거
SPB-42064,2024-06-30 23:22:51,2702,마곡 엠밸리2단지,0,2024-07-01 00:11:22,02715,마곡나루역 2번 출구,0,48,870.05,1961,\N,내국인,ST-1727,ST-2031,일반자전거
SPB-55999,2024-06-30 22:35:03,3500,군자역2번출구,0,2024-07-01 00:11:23,03500,군자역2번출구,0,96,2713.44,1982,M,내국인,ST-983,ST-983,일반자전거
SPB-46832,2024-06-30 23:55:35,2711,가로공원공영주차장 1번 출구,0,2024-07-01 00:11:24,04517,성보하이드로빌딩,0,15,1452.29,1998,\N,내국인,ST-2027,ST-2767,일반자전거
SPB-55400,2024-06-30 23:18:38,2259,잠원역 3번-4번 출구사이,0,2024-07-01 00:11:24,04926,대치우성아파트 사거리,0,52,13750.28,1997,\N,내국인,ST-780,ST-3240,일반자전거
SPB-51569,2024-06-30 23:32:26,4823,방정환교육지원센터 옆,0,2024-07-01 00:11:30,04024,꿈의숲 SK뷰 아파트,0,39,5969.43,1988,\N,내국인,ST-2921,ST-2714,일반자전거
SPB-59309,2024-06-30 23:54:35,4917,일원에코파크 주차장,0,2024-07-01 00:11:32,03651,개포동역 4번출구,0,16,2060.0,2000,\N,내국인,ST-3179,ST-3049,일반자전거
SPB-65001,2024-06-30 23:33:43,670,삼육서울병원 버스정류장,0,2024-07-01 00:11:32,00670,삼육서울병원 버스정류장,0,37,6779.21,\N,F,내국인,ST-2270,ST-2270,일반자전거
SPB-59685,2024-06-30 23:54:13,4917,일원에코파크 주차장,0,2024-07-01 00:11:33,03651,개포동역 4번출구,0,17,2380.0,1990,M,내국인,ST-3179,ST-3049,일반자전거
SPB-59520,2024-06-30 23:58:03,1278,송파구청 교차로,0,2024-07-01 00:11:34,01289,풍납토성 서성벽터B,0,13,2072.4,1999,\N,내국인,ST-1409,ST-1422,일반자전거
SPB-46715,2024-06-30 23:48:23,1554,번동사거리,0,2024-07-01 00:11:36,04406,장곡초등학교 앞,0,23,2705.3,1982,M,내국인,ST-2127,ST-2731,일반자전거
SPB-38221,2024-06-30 22:53:58,3763,등촌태영아파트,0,2024-07-01 00:11:37,03763,등촌태영아파트,0,78,9666.77,1997,M,내국인,ST-2479,ST-2479,일반자전거
SPB-33318,2024-06-30 23:59:59,3881,신자초교입구 교차로,0,2024-07-01 00:11:38,03886,광진구 민방위교육센터,0,11,2076.99,2003,M,내국인,ST-2865,ST-3012,일반자전거
SPB-50311,2024-06-30 23:14:20,1824,독산근린공원 입구,0,2024-07-01 00:11:39,01824,독산근린공원 입구,0,57,8178.36,1969,M,내국인,ST-632,ST-632,일반자전거
SPB-42783,2024-06-30 23:55:03,130,신촌역(2호선) 7번출구 앞,0,2024-07-01 00:11:41,03121,가좌삼거리,0,16,2791.51,1977,\N,내국인,ST-32,ST-2206,일반자전거
SPB-53474,2024-06-30 23:58:56,3681,길동 마루빌딩,0,2024-07-01 00:11:45,01061,천호초교 입구 사거리(일주빌딩),0,12,1360.57,1987,F,내국인,ST-2749,ST-1621,일반자전거
SPB-62875,2024-06-30 23:57:53,1278,송파구청 교차로,0,2024-07-01 00:11:46,01289,풍납토성 서성벽터B,0,13,2280.0,1998,M,내국인,ST-1409,ST-1422,일반자전거
SPB-69964,2024-06-30 23:57:52,1308,안암로터리 버스정류장 앞,0,2024-07-01 00:11:46,01328,월곡역 3번출구,0,13,2540.0,1997,M,내국인,ST-827,ST-910,일반자전거
SPB-64775,2024-06-30 22:50:39,1305,성북구청,0,2024-07-01 00:11:48,03422,성균관대 정문,0,81,2270.0,2000,F,내국인,ST-947,ST-1819,일반자전거
SPB-55745,2024-06-30 23:53:14,3759,이대서울병원,0,2024-07-01 00:11:49,02737,까치산역 3번 출구,0,18,3210.0,1972,M,내국인,ST-2569,ST-2054,일반자전거
SPB-38034,2024-06-30 23:48:35,1200,개화광역환승센터,0,2024-07-01 00:11:50,03760,발산역 8번 출구,0,23,4713.35,1955,M,내국인,ST-1695,ST-2538,일반자전거
SPB-44184,2024-06-30 23:35:59,1344,아리랑시네센터 앞,0,2024-07-01 00:11:51,01385,성신여대입구역 3번출구 앞,0,35,6496.63,2002,\N,내국인,ST-1208,ST-2226,일반자전거
SPB-81937,2024-06-30 23:21:14,2032,이수역 11번출구쪽,99,2024-07-01 00:11:53,02025,흑석역 1번출구,99,50,4026.91,1999,\N,내국인,ST-923,ST-692,새싹자전거
SPB-58506,2024-06-30 23:45:25,247,당산역 10번출구 앞,0,2024-07-01 00:11:57,04556,리버뷰신안인스빌1차 후문,0,26,3223.53,2001,M,내국인,ST-295,ST-2563,일반자전거
SPB-66251,2024-06-30 23:48:43,510,뚝도아리수정수센터 버스정류소 옆,0,2024-07-01 00:12:01,00505,자양사거리 광진아크로텔 앞,0,23,3810.0,\N,M,내국인,ST-107,ST-102,일반자전거
SPB-62918,2024-06-30 22:41:16,4087,우이교 교차로,0,2024-07-01 00:12:02,03707,드래곤타워 앞,0,90,930.0,1992,M,내국인,ST-3092,ST-2459,일반자전거
SPB-44282,2024-06-30 23:30:47,1251,석촌역 2번출구,0,2024-07-01 00:12:02,02620,송파나루역 4번 출구옆,0,41,6007.98,1997,\N,내국인,ST-1070,ST-1730,일반자전거
SPB-52748,2024-06-30 22:51:41,205,산업은행 앞,0,2024-07-01 00:12:03,04528,양천구청역 1번출구,0,80,13092.4,2007,M,내국인,ST-52,ST-2692,일반자전거
SPB-48526,2024-06-30 23:06:56,1943,온수역 북측,0,2024-07-01 00:12:04,01943,온수역 북측,0,65,5310.0,1983,\N,내국인,ST-872,ST-872,일반자전거
SPB-44211,2024-06-30 23:57:47,2637,아시아지하보도 14번 출구,0,2024-07-01 00:12:09,02632,석촌고분역 2번 출구,0,14,1910.7,2004,M,내국인,ST-1864,ST-1859,일반자전거
SPB-53360,2024-06-30 23:40:14,3586,군자역 비채온 오피스텔,0,2024-07-01 00:12:10,03534,건대입구역 5번출구 뒤,0,31,2474.67,1992,M,내국인,ST-2325,ST-1661,일반자전거
SPB-32801,2024-06-30 23:42:30,421,마포구청 앞,0,2024-07-01 00:12:11,00931,역촌파출소,0,29,5542.62,1977,M,내국인,ST-82,ST-479,일반자전거
SPB-63691,2024-06-30 23:39:40,2920,상계중학교(당현2교사거리),0,2024-07-01 00:12:12,01468,먹골역 7번 출구,0,32,4773.99,1997,F,내국인,ST-2086,ST-2289,일반자전거
SPB-58862,2024-06-30 23:59:30,1021,강일동 리슈빌 빌딩앞,0,2024-07-01 00:12:19,03684,고덕자이(105동 앞),0,12,1402.22,2003,\N,내국인,ST-504,ST-2854,일반자전거
SPB-46234,2024-06-30 23:29:24,3789,염창나들목,0,2024-07-01 00:12:20,00276,영등포로터리2,0,42,5609.44,1997,\N,내국인,ST-2494,ST-1321,일반자전거
SPB-65788,2024-06-30 23:50:12,1650,중계근린공원내,0,2024-07-01 00:12:26,01671,인덕대학교,0,22,1580.0,1998,M,내국인,ST-1118,ST-1288,일반자전거
SPB-68369,2024-06-30 23:48:03,787,양천아파트 입구,0,2024-07-01 00:12:27,01925,동양미래대학교 정문 옆,0,24,3750.0,1996,M,내국인,ST-2013,ST-919,일반자전거
SPB-56893,2024-06-30 23:57:44,584,광진광장 교통섬,0,2024-07-01 00:12:32,03517,용마사거리,0,14,2105.32,1969,\N,내국인,ST-445,ST-1266,일반자전거
SPB-59986,2024-06-30 23:45:13,4707,청계3가 사거리,0,2024-07-01 00:12:33,03553,마장역3번출구,0,27,5280.0,1994,F,내국인,ST-2513,ST-2335,일반자전거
SPB-53140,2024-06-30 23:27:59,4114,휘경여중고삼거리,0,2024-07-01 00:12:36,04114,휘경여중고삼거리,0,44,5152.9,1998,M,내국인,ST-2560,ST-2560,일반자전거
SPB-42352,2024-06-30 23:26:41,1625,상계역 3번출구,0,2024-07-01 00:12:39,04031,청암예술학교 앞,0,45,6976.31,\N,\N,비회원,ST-914,ST-2729,일반자전거
SPB-58203,2024-06-30 23:48:23,2801,대륭포스트타워1차,0,2024-07-01 00:12:39,00255,도림사거리,0,24,3658.85,1977,\N,내국인,ST-1753,ST-303,일반자전거
SPB-36446,2024-06-30 23:58:44,2144,난우길입구,0,2024-07-01 00:12:42,02140,신림1교 교차로,0,13,2247.88,1998,M,내국인,ST-709,ST-724,일반자전거
SPB-80932,2024-06-30 23:41:46,1661,당현천근린공원,99,2024-07-01 00:12:42,01450,화랑대역 7번출구,99,30,6510.0,1995,M,내국인,ST-1278,ST-1333,새싹자전거
SPB-32575,2024-06-30 22:36:04,3684,고덕자이(105동 앞),0,2024-07-01 00:12:43,01057,능골근린공원,0,96,2191.94,1973,M,내국인,ST-2854,ST-1598,일반자전거
SPB-52711,2024-06-30 23:32:56,1450,화랑대역 7번출구,0,2024-07-01 00:12:51,04037,물넘이교,0,39,5134.22,1998,M,내국인,ST-1333,ST-2835,일반자전거
SPB-46836,2024-06-30 23:56:00,213,KT앞,0,2024-07-01 00:12:51,00255,도림사거리,0,16,2998.55,1999,M,내국인,ST-59,ST-303,일반자전거
SPB-68293,2024-06-30 23:57:58,3204,도림고가도로 밑,0,2024-07-01 00:12:53,04571,문래동롯데캐슬아파트,0,14,1520.0,1995,M,내국인,ST-1975,ST-2820,일반자전거
SPB-35246,2024-06-30 23:17:57,2032,이수역 11번출구쪽,0,2024-07-01 00:13:04,02025,흑석역 1번출구,0,55,4247.72,1999,M,내국인,ST-923,ST-692,일반자전거
SPB-63574,2024-06-30 23:11:37,4362,행당중학교 후문,0,2024-07-01 00:13:07,00542,강변역 4번출구 뒤,0,61,9950.0,2000,\N,내국인,ST-2468,ST-254,일반자전거
SPB-38305,2024-06-30 23:50:32,456,숭인2동 주민센터 입구,0,2024-07-01 00:13:09,00428,명보사거리,0,22,2742.07,2000,F,내국인,ST-1609,ST-1437,일반자전거
SPB-55906,2024-06-30 23:22:24,207,여의나루역 1번출구 앞,0,2024-07-01 00:13:09,01120,대림경동아파트앞,0,50,10267.86,1988,M,내국인,ST-73,ST-518,일반자전거
SPB-45942,2024-06-30 22:12:41,1200,개화광역환승센터,0,2024-07-01 00:13:13,01200,개화광역환승센터,0,120,2183.8,1997,\N,내국인,ST-1695,ST-1695,일반자전거
SPB-54093,2024-06-30 23:53:56,5765,삼전동주민센터 건너편,0,2024-07-01 00:13:21,04452,삼성SDS,0,19,2260.0,1981,\N,내국인,ST-3162,ST-2571,일반자전거
SPB-65963,2024-06-30 23:55:36,1697,상계주공2단지 219동,0,2024-07-01 00:13:22,04028,한일유앤아이아파트 105동 인근,0,17,1454.17,2000,F,내국인,ST-2063,ST-2717,일반자전거
SPB-60486,2024-06-30 23:30:54,413,상암월드컵파크 3단지 후문,0,2024-07-01 00:13:22,00413,상암월드컵파크 3단지 후문,0,42,5890.0,1967,M,내국인,ST-92,ST-92,일반자전거
SPB-67140,2024-06-30 22:57:35,2271,내방역 8번출구 앞,0,2024-07-01 00:13:25,02271,내방역 8번출구 앞,0,75,10140.0,1997,M,내국인,ST-1163,ST-1163,일반자전거
SPB-70475,2024-06-30 23:46:14,5768,방이삼거리,0,2024-07-01 00:13:26,03671,둔촌동역교차로,0,27,4060.0,1964,M,내국인,ST-3214,ST-2742,일반자전거
SPB-46729,2024-06-30 23:56:57,1269,리센츠아파트,0,2024-07-01 00:13:28,03536,중앙농협(자양동),0,16,3320.0,1999,M,내국인,ST-1088,ST-1663,일반자전거
SPB-34017,2024-06-30 22:50:32,1295,잠실역 8번출구,0,2024-07-01 00:13:29,01339,삼성전자서비스 성북센터,0,82,17987.56,2000,\N,내국인,ST-1584,ST-1203,일반자전거
SPB-60792,2024-06-30 23:59:57,568,청계8가 사거리 B,0,2024-07-01 00:13:30,01363,보문4교 인근,0,13,1981.3,1999,\N,내국인,ST-369,ST-1455,일반자전거
SPB-58147,2024-06-30 23:58:40,769,CBS방송국 앞,0,2024-07-01 00:13:34,04515,동문굿모닝탑,0,14,2132.95,1988,m,내국인,ST-1995,ST-2765,일반자전거
SPB-54640,2024-06-30 22:37:37,4353,코오롱디지털타워 3차앞,0,2024-07-01 00:13:36,04373,서울숲 지식산업센터,0,95,2276.84,1969,M,내국인,ST-2466,ST-3002,일반자전거
SPB-34990,2024-06-30 23:54:06,1866,서울안천초등학교 옆,0,2024-07-01 00:13:39,03974,안천중학교,0,19,3538.96,2000,\N,내국인,ST-1937,ST-2931,일반자전거
SPB-63739,2024-06-30 23:48:49,204,국회의사당역 5번출구 옆,0,2024-07-01 00:13:39,00283,아크로타워 스퀘어(영등포시장),0,24,1489.08,1985,\N,내국인,ST-50,ST-1649,일반자전거
SPB-62701,2024-06-30 23:37:18,583,청계천 생태교실 앞,0,2024-07-01 00:13:40,02385,학동역,0,36,13140.0,1994,M,내국인,ST-376,ST-1365,일반자전거
SPB-40527,2024-06-30 22:53:06,2084,e편한세상 상도노빌리티 앞,0,2024-07-01 00:13:42,02077,노들역 3번출구,0,80,11797.76,1999,\N,내국인,ST-2357,ST-2350,일반자전거
SPB-64115,2024-06-30 23:57:27,2421,신논현역 4번출구,0,2024-07-01 00:13:44,04913,레베쌍트 빌딩 앞,0,16,2947.57,1994,M,내국인,ST-1887,ST-3111,일반자전거
SPB-48452,2024-06-30 23:32:37,1150,송정역 1번출구,0,2024-07-01 00:13:45,\N,\N,\N,40,0.0,2002,,내국인,ST-1062,\N,일반자전거
SPB-67406,2024-06-30 22:50:02,2381,언주역 6번출구앞,0,2024-07-01 00:13:46,02381,언주역 6번출구앞,0,83,14093.66,1995,M,내국인,ST-1246,ST-1246,일반자전거
SPB-61666,2024-06-30 23:51:34,602,장안동 사거리,0,2024-07-01 00:13:52,00668,서울축산농협(장안지점),0,22,1628.62,1969,M,내국인,ST-262,ST-2268,일반자전거
SPB-61338,2024-06-30 23:42:49,4002,상계주공 14단지 상가 앞,0,2024-07-01 00:13:54,04002,상계주공 14단지 상가 앞,0,31,2236.35,1990,\N,내국인,ST-2698,ST-2698,일반자전거
SPB-61906,2024-06-30 23:32:33,2622,올림픽공원역 3번출구,0,2024-07-01 00:13:58,01081,트레빌빌딩,0,41,4619.5,1990,M,내국인,ST-1720,ST-1842,일반자전거
SPB-49000,2024-06-30 23:50:45,1376,한국과학기술연구원 중문,0,2024-07-01 00:13:59,00654,전농동 텃골공원,0,23,3170.0,1980,\N,내국인,ST-1745,ST-1449,일반자전거
SPB-58309,2024-06-30 23:39:45,474,동대문역사문화공원역 1번출구 뒤편,0,2024-07-01 00:14:00,00818,숙명여대 입구 교차로,0,34,6492.92,1988,F,내국인,ST-1780,ST-437,일반자전거
SPB-31661,2024-06-30 23:22:58,3122,북가좌삼거리2,0,2024-07-01 00:14:01,00923,국민은행 연서지점,0,51,8405.52,2002,F,내국인,ST-2207,ST-471,일반자전거
SPB-66411,2024-06-30 23:21:09,3122,북가좌삼거리2,0,2024-07-01 00:14:01,00923,국민은행 연서지점,0,52,5730.0,2003,\N,내국인,ST-2207,ST-471,일반자전거
SPB-42644,2024-06-30 22:48:20,4592,신길우성4차아파트,0,2024-07-01 00:14:01,04592,신길우성4차아파트,0,86,17972.26,1998,\N,내국인,ST-2902,ST-2902,일반자전거
SPB-37958,2024-06-30 23:14:07,4560,양평동성원아파트,0,2024-07-01 00:14:04,01172,가양3동 주민센터,0,59,5219.18,1997,\N,내국인,ST-2811,ST-1509,일반자전거
SPB-33447,2024-06-30 23:39:11,2739,수명산파크1단지교차로,0,2024-07-01 00:14:06,02731,명덕고교,0,34,6704.02,1975,M,내국인,ST-2056,ST-2048,일반자전거
SPB-30076,2024-06-30 23:36:58,1620,중계동 노원구민체육센터 옆(중1-2),0,2024-07-01 00:14:07,02920,상계중학교(당현2교사거리),0,37,3812.14,2003,F,내국인,ST-867,ST-2086,일반자전거
SPB-60802,2024-06-30 23:56:08,1730,도봉산역 교차로 앞,0,2024-07-01 00:14:09,01734,쌍문현대1차아파트 108동 앞,0,18,4060.71,1996,M,내국인,ST-1462,ST-1466,일반자전거
SPB-43372,2024-06-30 23:38:02,1606,태릉입구역 3번출구,0,2024-07-01 00:14:10,01395,래미안장위포레카운티(102동),0,36,3628.88,1997,M,내국인,ST-602,ST-2236,일반자전거
SPB-53504,2024-06-30 22:59:37,1222,잠실새내역 5번 출구 뒤,0,2024-07-01 00:14:10,01235,잠실트리지움310동 옆,0,74,1120.0,1997,F,내국인,ST-547,ST-553,일반자전거
SPB-67478,2024-06-30 23:04:36,3657,서울천호동우체국,0,2024-07-01 00:14:10,01032,선사고등학교,0,69,3460.71,\N,M,내국인,ST-2732,ST-1049,일반자전거
SPB-69007,2024-06-30 23:35:25,182,망원2빗물펌프장 앞,0,2024-07-01 00:14:14,02050,노량진역 5번출구,0,38,9364.65,1998,\N,내국인,ST-340,ST-699,일반자전거
SPB-67599,2024-06-30 22:21:43,2102,봉림교 교통섬,0,2024-07-01 00:14:14,00794,양천문화회관,0,112,9200.0,1996,F,내국인,ST-702,ST-2395,일반자전거
SPB-43599,2024-06-30 23:58:24,1686,상계주공10단지 종합상가 앞,0,2024-07-01 00:14:15,04065,창동역 1번출구 앞,0,15,1909.04,1996,\N,내국인,ST-1476,ST-2726,일반자전거
SPB-67390,2024-06-30 22:25:33,521,왕십리역 11번 출구 앞,0,2024-07-01 00:14:16,00521,왕십리역 11번 출구 앞,0,108,31850.99,2000,M,내국인,ST-237,ST-237,일반자전거
SPB-84069,2024-06-30 23:43:16,4217,한강공원 망원나들목,99,2024-07-01 00:14:18,04272,홍남교 사거리,99,31,5050.0,2002,M,내국인,ST-2905,ST-3113,새싹자전거
SPB-34424,2024-06-30 23:51:29,1384,성신여대입구역 5번출구,0,2024-07-01 00:14:20,01385,성신여대입구역 3번출구 앞,0,22,3808.9,1996,F,내국인,ST-2225,ST-2226,일반자전거
